method,time,active_ues,decision_tasks,local_ratio,step_reward,new_completed,new_dropped,new_finished_or_dropped,action_0_count,action_0_ratio,action_1_count,action_1_ratio,action_2_count,action_2_ratio,action_3_count,action_3_ratio
IPPO,260.0,87.4,27.2,0.0,176.84749755859374,7.8,17.2,25.0,0.0,0.0,6.8,0.25,19.0,0.6985294117647058,1.4,0.051470588235294115
IPPO,261.0,87.4,25.8,0.20155038759689922,516.907421875,15.4,14.0,29.4,5.2,0.20155038759689922,5.0,0.1937984496124031,11.6,0.4496124031007752,4.0,0.15503875968992248
IPPO,262.0,87.4,25.8,0.0,158.3364501953125,8.0,17.6,25.6,0.0,0.0,8.4,0.32558139534883723,8.2,0.3178294573643411,9.2,0.35658914728682173
IPPO,263.0,87.4,24.4,0.0,269.430712890625,9.8,16.8,26.6,0.0,0.0,6.4,0.26229508196721313,7.6,0.3114754098360656,10.4,0.4262295081967213
IPPO,264.0,87.2,29.4,0.17687074829931973,396.828076171875,12.2,13.4,25.6,5.2,0.17687074829931973,11.0,0.3741496598639456,1.4,0.047619047619047616,11.8,0.4013605442176871
IPPO,265.0,87.4,26.4,0.17424242424242425,486.415966796875,15.4,16.8,32.2,4.6,0.17424242424242425,3.8,0.14393939393939395,6.6,0.25,11.4,0.4318181818181818
IPPO,266.0,87.4,27.4,0.058394160583941604,215.220556640625,7.6,15.4,23.0,1.6,0.058394160583941604,1.6,0.058394160583941604,17.2,0.6277372262773723,7.0,0.25547445255474455
IPPO,267.0,87.4,27.0,0.007407407407407408,104.31239013671875,6.0,17.2,23.2,0.2,0.007407407407407408,6.2,0.22962962962962963,20.6,0.762962962962963,0.0,0.0
IPPO,268.0,87.2,23.0,0.10434782608695652,305.8884765625,9.6,16.8,26.4,2.4,0.10434782608695652,7.2,0.3130434782608696,7.4,0.3217391304347826,6.0,0.2608695652173913
IPPO,269.0,87.2,25.6,0.0,257.12783203125,10.4,17.2,27.6,0.0,0.0,9.2,0.359375,4.0,0.15625,12.4,0.484375
IPPO,270.0,87.2,25.4,0.06299212598425197,219.5869140625,6.6,17.4,24.0,1.6,0.06299212598425197,12.4,0.4881889763779528,1.0,0.03937007874015748,10.4,0.4094488188976378
IPPO,271.0,87.2,25.0,0.208,437.595068359375,15.6,14.8,30.4,5.2,0.208,9.0,0.36,0.8,0.032,10.0,0.4
IPPO,272.0,86.6,26.0,0.16153846153846155,367.466162109375,12.4,17.2,29.6,4.2,0.16153846153846155,3.0,0.11538461538461539,12.6,0.4846153846153846,6.2,0.23846153846153847
IPPO,273.0,86.6,26.4,0.0,209.324658203125,7.6,13.8,21.4,0.0,0.0,7.0,0.26515151515151514,19.4,0.7348484848484849,0.0,0.0
IPPO,274.0,86.2,28.0,0.12142857142857143,394.619970703125,11.8,16.2,28.0,3.4,0.12142857142857143,7.8,0.2785714285714286,11.2,0.4,5.6,0.2
IPPO,275.0,86.4,26.8,0.03731343283582089,195.17193603515625,8.0,15.2,23.2,1.0,0.03731343283582089,5.4,0.20149253731343283,4.4,0.16417910447761194,16.0,0.5970149253731343
IPPO,276.0,86.6,26.4,0.007575757575757576,223.2886962890625,10.6,15.4,26.0,0.2,0.007575757575757576,5.6,0.21212121212121213,6.8,0.25757575757575757,13.8,0.5227272727272727
IPPO,277.0,86.2,27.6,0.2246376811594203,340.493115234375,11.4,12.6,24.0,6.2,0.2246376811594203,12.0,0.43478260869565216,1.2,0.043478260869565216,8.2,0.2971014492753623
IPPO,278.0,86.6,27.6,0.10144927536231885,358.119384765625,11.0,15.2,26.2,2.8,0.10144927536231885,5.4,0.1956521739130435,12.0,0.43478260869565216,7.4,0.26811594202898553
IPPO,279.0,87.2,27.4,0.072992700729927,317.115185546875,10.0,18.2,28.2,2.0,0.072992700729927,3.0,0.10948905109489052,16.6,0.6058394160583942,5.8,0.2116788321167883
IPPO,280.0,87.4,25.8,0.10077519379844961,287.557470703125,8.2,17.2,25.4,2.6,0.10077519379844961,5.6,0.21705426356589147,15.8,0.6124031007751938,1.8,0.06976744186046512
IPPO,281.0,87.6,30.4,0.13157894736842105,324.688134765625,9.4,12.8,22.2,4.0,0.13157894736842105,13.6,0.4473684210526316,6.0,0.19736842105263158,6.8,0.2236842105263158
IPPO,282.0,87.4,24.8,0.016129032258064516,204.53963623046874,8.4,17.0,25.4,0.4,0.016129032258064516,9.4,0.3790322580645161,2.4,0.0967741935483871,12.6,0.5080645161290323
IPPO,283.0,87.8,26.6,0.18045112781954886,248.7465576171875,10.2,20.8,31.0,4.8,0.18045112781954886,5.6,0.21052631578947367,4.8,0.18045112781954886,11.4,0.42857142857142855
IPPO,284.0,87.8,26.6,0.12030075187969924,332.043212890625,10.8,17.2,28.0,3.2,0.12030075187969924,6.4,0.24060150375939848,12.6,0.47368421052631576,4.4,0.16541353383458646
IPPO,285.0,87.6,26.0,0.1,360.26220703125,11.6,20.4,32.0,2.6,0.1,2.0,0.07692307692307693,16.0,0.6153846153846154,5.4,0.2076923076923077
IPPO,286.0,87.8,28.4,0.04929577464788732,234.7069580078125,9.2,16.4,25.6,1.4,0.04929577464788732,5.4,0.19014084507042253,16.2,0.5704225352112676,5.4,0.19014084507042253
IPPO,287.0,88.2,27.2,0.04411764705882353,247.0916015625,8.0,17.4,25.4,1.2,0.04411764705882353,14.2,0.5220588235294118,3.6,0.1323529411764706,8.2,0.3014705882352941
IPPO,288.0,87.4,27.0,0.1111111111111111,301.521728515625,10.6,14.6,25.2,3.0,0.1111111111111111,11.6,0.42962962962962964,0.0,0.0,12.4,0.45925925925925926
IPPO,289.0,87.2,26.8,0.06716417910447761,205.7095703125,7.2,18.6,25.8,1.8,0.06716417910447761,6.4,0.23880597014925373,11.8,0.44029850746268656,6.8,0.2537313432835821
IPPO,290.0,87.2,27.2,0.1323529411764706,284.672412109375,12.0,17.4,29.4,3.6,0.1323529411764706,9.8,0.3602941176470588,12.4,0.45588235294117646,1.4,0.051470588235294115
IPPO,291.0,87.2,24.8,0.25,294.475341796875,9.2,18.2,27.4,6.2,0.25,12.2,0.49193548387096775,4.2,0.1693548387096774,2.2,0.08870967741935484
IPPO,292.0,87.2,27.0,0.014814814814814815,204.53175048828126,9.6,17.0,26.6,0.4,0.014814814814814815,7.8,0.28888888888888886,14.2,0.5259259259259259,4.6,0.17037037037037037
IPPO,293.0,87.8,27.8,0.1223021582733813,367.2207275390625,13.2,16.4,29.6,3.4,0.1223021582733813,1.2,0.04316546762589928,12.2,0.43884892086330934,11.0,0.39568345323741005
IPPO,294.0,88.2,28.4,0.323943661971831,364.668017578125,11.0,15.2,26.2,9.2,0.323943661971831,10.6,0.3732394366197183,0.2,0.007042253521126761,8.4,0.29577464788732394
IPPO,295.0,88.0,26.0,0.1076923076923077,245.4001953125,8.0,17.0,25.0,2.8,0.1076923076923077,11.0,0.4230769230769231,0.2,0.007692307692307693,12.0,0.46153846153846156
IPPO,296.0,88.0,25.4,0.015748031496062992,225.484814453125,9.4,14.6,24.0,0.4,0.015748031496062992,4.6,0.18110236220472442,8.2,0.3228346456692913,12.2,0.48031496062992124
IPPO,297.0,87.8,24.4,0.13934426229508196,332.5438720703125,12.2,15.8,28.0,3.4,0.13934426229508196,8.6,0.3524590163934426,9.6,0.39344262295081966,2.8,0.11475409836065574
IPPO,298.0,88.2,28.0,0.16428571428571428,263.4248291015625,8.6,17.6,26.2,4.6,0.16428571428571428,12.0,0.42857142857142855,6.2,0.22142857142857142,5.2,0.18571428571428572
IPPO,299.0,88.2,26.6,0.0,138.917236328125,6.0,14.8,20.8,0.0,0.0,6.2,0.23308270676691728,16.2,0.6090225563909775,4.2,0.15789473684210525
IPPO,300.0,88.4,25.8,0.06201550387596899,351.2087890625,12.6,18.0,30.6,1.6,0.06201550387596899,7.2,0.27906976744186046,10.6,0.4108527131782946,6.4,0.24806201550387597
